[2025-04-10 06:51:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:51:25, systemid=3, lat=35.0724056, lon=129.0913732, alt=27.162, dist_traveled=null, wp_dist=474, dist_to_home=1.3462230478799336E7, vertical_speed=0.48322156, ground_speed=25.201523, wind_vel=0.1097188, airspeed=24.78562, gps_hdop=1.21, roll=-11.46, pitch=-1.11, yaw=-154.13, ch3percent=69.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1690}
[2025-04-10 06:51:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:51:26, systemid=3, lat=35.0721999, lon=129.0912576, alt=27.677, dist_traveled=null, wp_dist=449, dist_to_home=1.3462230621500654E7, vertical_speed=0.39642644, ground_speed=25.246979, wind_vel=0.09982847, airspeed=24.83727, gps_hdop=1.21, roll=-8.60, pitch=-1.42, yaw=-157.61, ch3percent=68.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1683, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:07] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:07, systemid=3, lat=35.0687285, lon=129.0872647, alt=28.603, dist_traveled=null, wp_dist=746, dist_to_home=1.3462064609243095E7, vertical_speed=0.21936329, ground_speed=25.462404, wind_vel=0.084317334, airspeed=25.017572, gps_hdop=1.21, roll=-7.51, pitch=-1.77, yaw=39.96, ch3percent=67.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1676, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:08, systemid=3, lat=35.0689083, lon=129.0874395, alt=28.89, dist_traveled=null, wp_dist=720, dist_to_home=1.3462070569318023E7, vertical_speed=0.28023297, ground_speed=25.488916, wind_vel=0.07351014, airspeed=25.015993, gps_hdop=1.21, roll=-6.95, pitch=-1.63, yaw=37.53, ch3percent=67.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1671, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:09, systemid=3, lat=35.069094, lon=129.0876056, alt=29.196, dist_traveled=null, wp_dist=695, dist_to_home=1.346207553431912E7, vertical_speed=0.24108724, ground_speed=25.47476, wind_vel=0.06427931, airspeed=25.001532, gps_hdop=1.21, roll=-5.26, pitch=-1.77, yaw=35.47, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:10, systemid=3, lat=35.0692825, lon=129.0877637, alt=29.442, dist_traveled=null, wp_dist=669, dist_to_home=1.3462079707763484E7, vertical_speed=0.1739544, ground_speed=25.409277, wind_vel=0.05644163, airspeed=24.93374, gps_hdop=1.21, roll=-3.41, pitch=-1.93, yaw=33.87, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:11, systemid=3, lat=35.0694734, lon=129.0879167, alt=29.593, dist_traveled=null, wp_dist=644, dist_to_home=1.3462083347624013E7, vertical_speed=0.07251454, ground_speed=25.390654, wind_vel=0.052414414, airspeed=24.88613, gps_hdop=1.21, roll=-1.87, pitch=-2.20, yaw=32.92, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:12, systemid=3, lat=35.0696657, lon=129.0880671, alt=29.687, dist_traveled=null, wp_dist=618, dist_to_home=1.3462086707100779E7, vertical_speed=0.078094654, ground_speed=25.391134, wind_vel=0.050826132, airspeed=24.904633, gps_hdop=1.21, roll=-0.92, pitch=-2.17, yaw=32.41, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:13, systemid=3, lat=35.0698583, lon=129.0882156, alt=29.736, dist_traveled=null, wp_dist=593, dist_to_home=1.3462089895654174E7, vertical_speed=0.032008518, ground_speed=25.383017, wind_vel=0.05227894, airspeed=24.899595, gps_hdop=1.21, roll=-0.02, pitch=-2.23, yaw=32.14, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:14, systemid=3, lat=35.0700514, lon=129.0883643, alt=29.81, dist_traveled=null, wp_dist=568, dist_to_home=1.3462093077060001E7, vertical_speed=0.08110463, ground_speed=25.401224, wind_vel=0.05579989, airspeed=24.894617, gps_hdop=1.21, roll=0.35, pitch=-2.14, yaw=32.27, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:15, systemid=3, lat=35.0702428, lon=129.0885127, alt=29.845, dist_traveled=null, wp_dist=542, dist_to_home=1.3462096313550778E7, vertical_speed=-0.034529135, ground_speed=25.323746, wind_vel=0.06269926, airspeed=24.918972, gps_hdop=1.21, roll=0.50, pitch=-2.33, yaw=32.38, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:16, systemid=3, lat=35.0704344, lon=129.0886623, alt=29.848, dist_traveled=null, wp_dist=517, dist_to_home=1.3462099639469717E7, vertical_speed=0.020898625, ground_speed=25.327547, wind_vel=0.07173591, airspeed=24.969116, gps_hdop=1.21, roll=0.67, pitch=-2.17, yaw=32.58, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:17, systemid=3, lat=35.0706268, lon=129.0888139, alt=29.918, dist_traveled=null, wp_dist=492, dist_to_home=1.3462103092569305E7, vertical_speed=0.051298205, ground_speed=25.364626, wind_vel=0.08017612, airspeed=24.976904, gps_hdop=1.21, roll=0.54, pitch=-2.19, yaw=32.90, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:18, systemid=3, lat=35.0708189, lon=129.0889666, alt=29.972, dist_traveled=null, wp_dist=466, dist_to_home=1.346210665036226E7, vertical_speed=0.008345279, ground_speed=25.404028, wind_vel=0.08787806, airspeed=24.976446, gps_hdop=1.21, roll=0.39, pitch=-2.35, yaw=33.10, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:19, systemid=3, lat=35.0710111, lon=129.0891202, alt=30.02, dist_traveled=null, wp_dist=441, dist_to_home=1.3462110277542064E7, vertical_speed=0.011023106, ground_speed=25.428038, wind_vel=0.09484057, airspeed=24.898191, gps_hdop=1.21, roll=0.07, pitch=-2.38, yaw=33.23, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:20, systemid=3, lat=35.071201, lon=129.0892721, alt=30.024, dist_traveled=null, wp_dist=415, dist_to_home=1.346211387257677E7, vertical_speed=0.0121909585, ground_speed=25.398233, wind_vel=0.103663966, airspeed=24.964495, gps_hdop=1.21, roll=0.02, pitch=-2.35, yaw=33.14, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:21, systemid=3, lat=35.0713935, lon=129.089426, alt=30.017, dist_traveled=null, wp_dist=390, dist_to_home=1.3462117510129204E7, vertical_speed=0.0057573244, ground_speed=25.440798, wind_vel=0.110281266, airspeed=24.935097, gps_hdop=1.21, roll=0.03, pitch=-2.38, yaw=33.16, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:22, systemid=3, lat=35.0715841, lon=129.0895783, alt=30.026, dist_traveled=null, wp_dist=364, dist_to_home=1.3462121104972284E7, vertical_speed=-0.038080953, ground_speed=25.414566, wind_vel=0.118827626, airspeed=24.993282, gps_hdop=1.21, roll=0.21, pitch=-2.44, yaw=33.23, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:23, systemid=3, lat=35.071776, lon=129.0897322, alt=30.049, dist_traveled=null, wp_dist=339, dist_to_home=1.346212477048677E7, vertical_speed=0.0060264007, ground_speed=25.45657, wind_vel=0.12538989, airspeed=24.979532, gps_hdop=1.21, roll=-0.15, pitch=-2.42, yaw=33.31, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:24, systemid=3, lat=35.0719662, lon=129.0898845, alt=30.06, dist_traveled=null, wp_dist=314, dist_to_home=1.3462128383888226E7, vertical_speed=-0.047267396, ground_speed=25.39113, wind_vel=0.13498858, airspeed=24.9745, gps_hdop=1.21, roll=0.08, pitch=-2.54, yaw=33.30, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:25, systemid=3, lat=35.0721579, lon=129.0900381, alt=30.033, dist_traveled=null, wp_dist=288, dist_to_home=1.3462132033813553E7, vertical_speed=0.043051858, ground_speed=25.447073, wind_vel=0.14129388, airspeed=24.970982, gps_hdop=1.21, roll=0.04, pitch=-2.28, yaw=33.32, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:26, systemid=3, lat=35.072349, lon=129.0901913, alt=30.061, dist_traveled=null, wp_dist=263, dist_to_home=1.3462135678845776E7, vertical_speed=-0.012255722, ground_speed=25.424631, wind_vel=0.14897297, airspeed=24.934889, gps_hdop=1.21, roll=0.12, pitch=-2.38, yaw=33.42, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:27, systemid=3, lat=35.0725403, lon=129.0903448, alt=30.06, dist_traveled=null, wp_dist=237, dist_to_home=1.3462139339081634E7, vertical_speed=-0.024849754, ground_speed=25.454117, wind_vel=0.15473445, airspeed=24.957207, gps_hdop=1.21, roll=-0.09, pitch=-2.44, yaw=33.26, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:28, systemid=3, lat=35.0727314, lon=129.0904978, alt=30.077, dist_traveled=null, wp_dist=212, dist_to_home=1.346214296736518E7, vertical_speed=-0.0353995, ground_speed=25.446842, wind_vel=0.16119584, airspeed=24.960955, gps_hdop=1.21, roll=0.18, pitch=-2.46, yaw=33.32, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:29, systemid=3, lat=35.0729226, lon=129.0906511, alt=30.046, dist_traveled=null, wp_dist=186, dist_to_home=1.3462146615555715E7, vertical_speed=-0.002886168, ground_speed=25.436426, wind_vel=0.1675067, airspeed=24.969664, gps_hdop=1.21, roll=-0.23, pitch=-2.35, yaw=33.39, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:30, systemid=3, lat=35.0731137, lon=129.0908041, alt=30.051, dist_traveled=null, wp_dist=161, dist_to_home=1.3462150243583282E7, vertical_speed=0.022285827, ground_speed=25.442888, wind_vel=0.17345834, airspeed=24.963163, gps_hdop=1.21, roll=0.04, pitch=-2.35, yaw=33.35, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:31] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:31, systemid=3, lat=35.073306, lon=129.0909581, alt=30.059, dist_traveled=null, wp_dist=135, dist_to_home=1.3462153897499995E7, vertical_speed=0.055421226, ground_speed=25.475311, wind_vel=0.17806737, airspeed=24.960875, gps_hdop=1.21, roll=-0.00, pitch=-2.32, yaw=33.33, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:32] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:32, systemid=3, lat=35.0734952, lon=129.0911096, alt=30.073, dist_traveled=null, wp_dist=110, dist_to_home=1.3462157490950257E7, vertical_speed=0.0038769615, ground_speed=25.36754, wind_vel=0.18792844, airspeed=24.980036, gps_hdop=1.21, roll=-0.19, pitch=-2.27, yaw=33.25, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:33] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:33, systemid=3, lat=35.0736863, lon=129.0912624, alt=30.05, dist_traveled=null, wp_dist=85, dist_to_home=1.3462161102102486E7, vertical_speed=-0.013982415, ground_speed=25.389168, wind_vel=0.19529657, airspeed=24.995811, gps_hdop=1.21, roll=0.17, pitch=-2.31, yaw=33.27, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:34] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:34, systemid=3, lat=35.0738773, lon=129.0914151, alt=30.053, dist_traveled=null, wp_dist=59, dist_to_home=1.3462164709584719E7, vertical_speed=-0.01880459, ground_speed=25.390858, wind_vel=0.20224032, airspeed=25.027102, gps_hdop=1.21, roll=0.08, pitch=-2.33, yaw=33.22, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:35] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:35, systemid=3, lat=35.0740676, lon=129.0915727, alt=30.035, dist_traveled=null, wp_dist=652, dist_to_home=1.3462168753917687E7, vertical_speed=-0.4733918, ground_speed=25.460487, wind_vel=0.20638798, airspeed=24.911829, gps_hdop=1.21, roll=64.86, pitch=-3.21, yaw=39.88, ch3percent=83.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1830, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:36] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:36, systemid=3, lat=35.0741441, lon=129.0918156, alt=30.878, dist_traveled=null, wp_dist=668, dist_to_home=1.3462185184876813E7, vertical_speed=1.5340562, ground_speed=23.66847, wind_vel=0.21221796, airspeed=24.063917, gps_hdop=1.21, roll=53.67, pitch=3.12, yaw=85.79, ch3percent=28.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1280, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:37] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:37, systemid=3, lat=35.0741231, lon=129.0920683, alt=30.195, dist_traveled=null, wp_dist=673, dist_to_home=1.3462207010139557E7, vertical_speed=-1.6665744, ground_speed=22.98203, wind_vel=0.21364689, airspeed=22.760656, gps_hdop=1.21, roll=54.66, pitch=-2.98, yaw=106.16, ch3percent=46.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1460, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:38] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:38, systemid=3, lat=35.0740115, lon=129.0922779, alt=28.555, dist_traveled=null, wp_dist=669, dist_to_home=1.346222954313628E7, vertical_speed=-1.217775, ground_speed=23.27748, wind_vel=0.21252578, airspeed=22.802221, gps_hdop=1.21, roll=55.41, pitch=-1.51, yaw=138.23, ch3percent=61.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1610, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:39] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:39, systemid=3, lat=35.0738218, lon=129.0923826, alt=27.719, dist_traveled=null, wp_dist=654, dist_to_home=1.3462247099929946E7, vertical_speed=-0.46290758, ground_speed=23.728296, wind_vel=0.20740157, airspeed=23.217573, gps_hdop=1.21, roll=53.43, pitch=-0.14, yaw=168.86, ch3percent=64.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1646, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:40] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:40, systemid=3, lat=35.0736086, lon=129.092366, alt=27.25, dist_traveled=null, wp_dist=632, dist_to_home=1.3462255759790523E7, vertical_speed=-0.36336678, ground_speed=24.063238, wind_vel=0.19827648, airspeed=23.541525, gps_hdop=1.21, roll=46.58, pitch=-0.57, yaw=-167.08, ch3percent=61.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1614, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:41] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:41, systemid=3, lat=35.0734129, lon=129.0922597, alt=26.718, dist_traveled=null, wp_dist=608, dist_to_home=1.346225619975708E7, vertical_speed=-0.7161072, ground_speed=24.133913, wind_vel=0.18427733, airspeed=23.73145, gps_hdop=1.21, roll=32.57, pitch=-2.62, yaw=-151.40, ch3percent=58.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1582, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:42] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:42, systemid=3, lat=35.0732358, lon=129.0921027, alt=25.948, dist_traveled=null, wp_dist=584, dist_to_home=1.3462251583973527E7, vertical_speed=-0.58491176, ground_speed=24.386728, wind_vel=0.16941875, airspeed=23.899508, gps_hdop=1.21, roll=12.88, pitch=-3.37, yaw=-142.25, ch3percent=61.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1610, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:43] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:43, systemid=3, lat=35.0730684, lon=129.091928, alt=25.601, dist_traveled=null, wp_dist=561, dist_to_home=1.3462245052250348E7, vertical_speed=-0.047344543, ground_speed=24.659025, wind_vel=0.15394725, airspeed=24.12711, gps_hdop=1.21, roll=-2.47, pitch=-2.39, yaw=-139.67, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:44] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:44, systemid=3, lat=35.0728971, lon=129.0917546, alt=25.771, dist_traveled=null, wp_dist=537, dist_to_home=1.3462238811048254E7, vertical_speed=0.3469587, ground_speed=24.895887, wind_vel=0.13902047, airspeed=24.33908, gps_hdop=1.21, roll=-10.30, pitch=-1.40, yaw=-141.54, ch3percent=69.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1690, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:45] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:45, systemid=3, lat=35.0727148, lon=129.0915923, alt=26.249, dist_traveled=null, wp_dist=513, dist_to_home=1.3462234002446877E7, vertical_speed=0.5614419, ground_speed=25.122402, wind_vel=0.12654148, airspeed=24.544333, gps_hdop=1.21, roll=-13.21, pitch=-0.84, yaw=-145.64, ch3percent=69.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1698, waypoints=[], home_location={lat=0.0, lon=0.0}}
[2025-04-10 06:52:46] {GCS_IP=13.213.62.184, timestamp=2025-04-10 06:52:46, systemid=3, lat=35.0725229, lon=129.0914487, alt=26.862, dist_traveled=null, wp_dist=489, dist_to_home=1.3462231187302323E7, vertical_speed=0.57478094, ground_speed=25.17409, wind_vel=0.11283769, airspeed=24.63655, gps_hdop=1.21, roll=-12.81, pitch=-0.84, yaw=-150.22, ch3percent=69.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1696, waypoints=[], home_location={lat=0.0, lon=0.0}}
