[2025-04-10 04:38:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:08, systemid=3, lat=35.0674927, lon=129.086094, alt=31.895, dist_traveled=null, wp_dist=919, dist_to_home=1.3462026175565667E7, vertical_speed=-0.6590012, ground_speed=25.542599, wind_vel=0.19297527, airspeed=25.180548, gps_hdop=1.21, roll=46.40, pitch=-1.66, yaw=6.71, ch3percent=59.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1597}
[2025-04-10 04:38:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:09, systemid=3, lat=35.0677081, lon=129.0861794, alt=31.023, dist_traveled=null, wp_dist=895, dist_to_home=1.3462023089553729E7, vertical_speed=-1.002894, ground_speed=25.274899, wind_vel=0.18045756, airspeed=24.963171, gps_hdop=1.21, roll=37.29, pitch=-3.01, yaw=22.89, ch3percent=57.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1570, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:38:51] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:51, systemid=3, lat=35.0731934, lon=129.0920732, alt=25.733, dist_traveled=null, wp_dist=579, dist_to_home=1.346225114580236E7, vertical_speed=-0.4060052, ground_speed=24.587847, wind_vel=0.15545233, airspeed=24.044014, gps_hdop=1.21, roll=6.58, pitch=-2.94, yaw=-141.72, ch3percent=61.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1617, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:38:52] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:52, systemid=3, lat=35.0730242, lon=129.0918985, alt=25.454, dist_traveled=null, wp_dist=555, dist_to_home=1.346224469872027E7, vertical_speed=0.12774834, ground_speed=24.818241, wind_vel=0.1416562, airspeed=24.297663, gps_hdop=1.21, roll=-5.62, pitch=-1.86, yaw=-141.11, ch3percent=66.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1666, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:38:53] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:53, systemid=3, lat=35.0728517, lon=129.0917278, alt=25.708, dist_traveled=null, wp_dist=532, dist_to_home=1.3462238736580314E7, vertical_speed=0.44940117, ground_speed=24.927946, wind_vel=0.12449205, airspeed=24.453527, gps_hdop=1.21, roll=-11.24, pitch=-1.10, yaw=-143.85, ch3percent=69.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1691, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:38:54] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:54, systemid=3, lat=35.0726683, lon=129.0915689, alt=26.238, dist_traveled=null, wp_dist=508, dist_to_home=1.346223426006122E7, vertical_speed=0.57121223, ground_speed=25.076632, wind_vel=0.11036074, airspeed=24.65622, gps_hdop=1.21, roll=-13.04, pitch=-0.83, yaw=-148.06, ch3percent=69.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1698, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:38:55] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:55, systemid=3, lat=35.0724756, lon=129.0914278, alt=26.862, dist_traveled=null, wp_dist=483, dist_to_home=1.3462231688674541E7, vertical_speed=0.5618311, ground_speed=25.087357, wind_vel=0.09341967, airspeed=24.715794, gps_hdop=1.21, roll=-12.30, pitch=-0.95, yaw=-152.47, ch3percent=69.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1691, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:38:56] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:56, systemid=3, lat=35.0722728, lon=129.0913035, alt=27.457, dist_traveled=null, wp_dist=458, dist_to_home=1.346223097759452E7, vertical_speed=0.5076669, ground_speed=25.17934, wind_vel=0.08072115, airspeed=24.710676, gps_hdop=1.21, roll=-9.87, pitch=-1.25, yaw=-156.34, ch3percent=68.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1681, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:38:57] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:57, systemid=3, lat=35.072064, lon=129.0911947, alt=27.999, dist_traveled=null, wp_dist=433, dist_to_home=1.3462231826779952E7, vertical_speed=0.4024578, ground_speed=25.255146, wind_vel=0.07174684, airspeed=24.740047, gps_hdop=1.21, roll=-7.15, pitch=-1.66, yaw=-159.33, ch3percent=67.40, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1674, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:38:58] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:58, systemid=3, lat=35.0718502, lon=129.0910969, alt=28.423, dist_traveled=null, wp_dist=407, dist_to_home=1.3462233818122499E7, vertical_speed=0.3517725, ground_speed=25.29723, wind_vel=0.06577674, airspeed=24.759798, gps_hdop=1.21, roll=-4.64, pitch=-1.80, yaw=-161.37, ch3percent=66.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1668, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:38:59] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:38:59, systemid=3, lat=35.0716354, lon=129.0910075, alt=28.812, dist_traveled=null, wp_dist=382, dist_to_home=1.3462236549084198E7, vertical_speed=0.26778492, ground_speed=25.329868, wind_vel=0.063039795, airspeed=24.708603, gps_hdop=1.21, roll=-2.23, pitch=-2.14, yaw=-162.48, ch3percent=66.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1663, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:00] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:00, systemid=3, lat=35.0714206, lon=129.0909225, alt=29.097, dist_traveled=null, wp_dist=357, dist_to_home=1.346223964278397E7, vertical_speed=0.20436496, ground_speed=25.276255, wind_vel=0.062018983, airspeed=24.763153, gps_hdop=1.21, roll=-0.76, pitch=-2.09, yaw=-163.12, ch3percent=66.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1663, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:01] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:01, systemid=3, lat=35.071205, lon=129.0908389, alt=29.283, dist_traveled=null, wp_dist=332, dist_to_home=1.3462242889462233E7, vertical_speed=0.17078327, ground_speed=25.29132, wind_vel=0.06453905, airspeed=24.811636, gps_hdop=1.21, roll=0.24, pitch=-2.23, yaw=-163.31, ch3percent=66.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1663, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:02] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:02, systemid=3, lat=35.0709892, lon=129.0907548, alt=29.488, dist_traveled=null, wp_dist=307, dist_to_home=1.346224610421726E7, vertical_speed=0.12607, ground_speed=25.303501, wind_vel=0.06969286, airspeed=24.817493, gps_hdop=1.21, roll=0.88, pitch=-2.29, yaw=-162.97, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:03] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:03, systemid=3, lat=35.070773, lon=129.0906689, alt=29.604, dist_traveled=null, wp_dist=281, dist_to_home=1.346224918925117E7, vertical_speed=0.08251655, ground_speed=25.326698, wind_vel=0.07645311, airspeed=24.8621, gps_hdop=1.21, roll=0.70, pitch=-2.38, yaw=-162.57, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:04] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:04, systemid=3, lat=35.0705574, lon=129.0905814, alt=29.701, dist_traveled=null, wp_dist=256, dist_to_home=1.3462252114021327E7, vertical_speed=0.1180057, ground_speed=25.30908, wind_vel=0.084414765, airspeed=24.798086, gps_hdop=1.21, roll=0.62, pitch=-2.28, yaw=-162.23, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:05] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:05, systemid=3, lat=35.0703429, lon=129.0904929, alt=29.785, dist_traveled=null, wp_dist=231, dist_to_home=1.3462254904489279E7, vertical_speed=0.04706615, ground_speed=25.334871, wind_vel=0.09325706, airspeed=24.8725, gps_hdop=1.21, roll=0.47, pitch=-2.50, yaw=-162.00, ch3percent=66.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1660, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:06] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:06, systemid=3, lat=35.070127, lon=129.0904023, alt=29.839, dist_traveled=null, wp_dist=206, dist_to_home=1.346225758752477E7, vertical_speed=0.09520154, ground_speed=25.384748, wind_vel=0.101354, airspeed=24.847992, gps_hdop=1.21, roll=0.38, pitch=-2.35, yaw=-161.79, ch3percent=65.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1657, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:07] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:07, systemid=3, lat=35.0699129, lon=129.0903115, alt=29.922, dist_traveled=null, wp_dist=180, dist_to_home=1.3462260169305824E7, vertical_speed=0.027737994, ground_speed=25.391813, wind_vel=0.10992944, airspeed=24.865889, gps_hdop=1.21, roll=0.00, pitch=-2.48, yaw=-161.64, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:08] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:08, systemid=3, lat=35.0696964, lon=129.0902194, alt=29.962, dist_traveled=null, wp_dist=155, dist_to_home=1.3462262756655794E7, vertical_speed=0.063224554, ground_speed=25.44101, wind_vel=0.11656735, airspeed=24.935648, gps_hdop=1.21, roll=0.06, pitch=-2.44, yaw=-161.58, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:09] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:09, systemid=3, lat=35.069482, lon=129.0901279, alt=29.979, dist_traveled=null, wp_dist=129, dist_to_home=1.3462265294614716E7, vertical_speed=-0.0035784265, ground_speed=25.414259, wind_vel=0.12619834, airspeed=24.945246, gps_hdop=1.21, roll=-0.32, pitch=-2.59, yaw=-161.67, ch3percent=65.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1653, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:10] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:10, systemid=3, lat=35.0692656, lon=129.0900358, alt=29.992, dist_traveled=null, wp_dist=104, dist_to_home=1.3462267877053678E7, vertical_speed=0.054049235, ground_speed=25.460077, wind_vel=0.13340005, airspeed=24.929539, gps_hdop=1.21, roll=-0.21, pitch=-2.42, yaw=-161.64, ch3percent=65.60, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1656, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:11] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:11, systemid=3, lat=35.0690491, lon=129.089944, alt=30.037, dist_traveled=null, wp_dist=78, dist_to_home=1.3462270488831615E7, vertical_speed=0.0029210995, ground_speed=25.482035, wind_vel=0.14023481, airspeed=24.916677, gps_hdop=1.21, roll=-0.05, pitch=-2.64, yaw=-161.67, ch3percent=65.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1653, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:12] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:12, systemid=3, lat=35.0688331, lon=129.0898523, alt=30.051, dist_traveled=null, wp_dist=53, dist_to_home=1.346227308523678E7, vertical_speed=-0.0066693393, ground_speed=25.453663, wind_vel=0.14735958, airspeed=24.929224, gps_hdop=1.21, roll=0.06, pitch=-2.59, yaw=-161.68, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:13] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:13, systemid=3, lat=35.0686185, lon=129.0897611, alt=30.025, dist_traveled=null, wp_dist=280, dist_to_home=1.3462275656929612E7, vertical_speed=0.0068937778, ground_speed=25.428148, wind_vel=0.15635404, airspeed=24.904743, gps_hdop=1.21, roll=16.67, pitch=-3.00, yaw=-159.03, ch3percent=65.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1655, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:14] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:14, systemid=3, lat=35.0684116, lon=129.0896453, alt=30.109, dist_traveled=null, wp_dist=258, dist_to_home=1.3462275837667694E7, vertical_speed=0.9275017, ground_speed=25.680868, wind_vel=0.1618707, airspeed=25.074823, gps_hdop=1.21, roll=25.51, pitch=0.20, yaw=-147.01, ch3percent=74.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1745, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:15] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:15, systemid=3, lat=35.0682294, lon=129.0894727, alt=30.446, dist_traveled=null, wp_dist=233, dist_to_home=1.3462270172438657E7, vertical_speed=-0.12784056, ground_speed=25.63379, wind_vel=0.16497687, airspeed=25.064442, gps_hdop=1.21, roll=25.00, pitch=-1.88, yaw=-138.34, ch3percent=65.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1653, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:16] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:16, systemid=3, lat=35.0680706, lon=129.0892722, alt=30.314, dist_traveled=null, wp_dist=208, dist_to_home=1.3462261105706956E7, vertical_speed=-0.21091759, ground_speed=25.516499, wind_vel=0.1676521, airspeed=25.049112, gps_hdop=1.21, roll=16.68, pitch=-2.58, yaw=-130.87, ch3percent=64.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1643, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:17] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:17, systemid=3, lat=35.0679302, lon=129.0890517, alt=30.082, dist_traveled=null, wp_dist=183, dist_to_home=1.3462249524126802E7, vertical_speed=-0.17686053, ground_speed=25.462605, wind_vel=0.1695817, airspeed=25.004223, gps_hdop=1.21, roll=9.75, pitch=-2.64, yaw=-126.03, ch3percent=64.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1643, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:18] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:18, systemid=3, lat=35.0678023, lon=129.0888207, alt=29.871, dist_traveled=null, wp_dist=158, dist_to_home=1.346223648863206E7, vertical_speed=-0.14835672, ground_speed=25.487204, wind_vel=0.17109995, airspeed=24.9938, gps_hdop=1.21, roll=4.41, pitch=-2.68, yaw=-123.33, ch3percent=65.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1652, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:19] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:19, systemid=3, lat=35.0676797, lon=129.0885827, alt=29.741, dist_traveled=null, wp_dist=132, dist_to_home=1.3462222626475168E7, vertical_speed=-0.03326364, ground_speed=25.507242, wind_vel=0.17237721, airspeed=25.010967, gps_hdop=1.21, roll=0.45, pitch=-2.50, yaw=-122.27, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:20] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:20, systemid=3, lat=35.0675594, lon=129.0883447, alt=29.718, dist_traveled=null, wp_dist=107, dist_to_home=1.3462208656030605E7, vertical_speed=0.021953024, ground_speed=25.511925, wind_vel=0.17415975, airspeed=25.028599, gps_hdop=1.21, roll=-1.69, pitch=-2.43, yaw=-122.47, ch3percent=65.90, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1659, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:21] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:21, systemid=3, lat=35.0674366, lon=129.0881059, alt=29.726, dist_traveled=null, wp_dist=81, dist_to_home=1.3462194737054553E7, vertical_speed=0.07158559, ground_speed=25.552439, wind_vel=0.17584802, airspeed=25.010946, gps_hdop=1.21, roll=-2.60, pitch=-2.33, yaw=-123.12, ch3percent=66.20, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1662, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:22] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:22, systemid=3, lat=35.0673118, lon=129.087871, alt=29.777, dist_traveled=null, wp_dist=55, dist_to_home=1.346218123364235E7, vertical_speed=0.061826684, ground_speed=25.514534, wind_vel=0.17895801, airspeed=25.018673, gps_hdop=1.21, roll=-2.89, pitch=-2.36, yaw=-123.97, ch3percent=66.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1661, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:23] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:23, systemid=3, lat=35.0671846, lon=129.0876399, alt=29.845, dist_traveled=null, wp_dist=30, dist_to_home=1.3462168156358117E7, vertical_speed=0.0489446, ground_speed=25.446524, wind_vel=0.18375999, airspeed=25.030191, gps_hdop=1.21, roll=-2.56, pitch=-2.30, yaw=-124.96, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:24] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:24, systemid=3, lat=35.0670549, lon=129.0874118, alt=29.892, dist_traveled=null, wp_dist=5, dist_to_home=1.3462155443927545E7, vertical_speed=0.025209757, ground_speed=25.383509, wind_vel=0.19014184, airspeed=24.949827, gps_hdop=1.21, roll=-2.28, pitch=-2.32, yaw=-125.79, ch3percent=65.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1658, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:25] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:25, systemid=3, lat=35.0669223, lon=129.0871842, alt=29.917, dist_traveled=null, wp_dist=110, dist_to_home=1.346214290898092E7, vertical_speed=-0.3786189, ground_speed=25.51514, wind_vel=0.19417164, airspeed=24.988987, gps_hdop=1.21, roll=55.85, pitch=-1.72, yaw=-120.16, ch3percent=67.50, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1675, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:26] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:26, systemid=3, lat=35.0668452, lon=129.0869227, alt=30.672, dist_traveled=null, wp_dist=90, dist_to_home=1.346212496823293E7, vertical_speed=0.7141891, ground_speed=25.636223, wind_vel=0.19830841, airspeed=25.167288, gps_hdop=1.21, roll=34.51, pitch=-0.86, yaw=-99.32, ch3percent=67.00, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1670, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:27] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:27, systemid=3, lat=35.0668317, lon=129.0866432, alt=30.987, dist_traveled=null, wp_dist=953, dist_to_home=1.3462102552140005E7, vertical_speed=0.04920499, ground_speed=25.657576, wind_vel=0.20134358, airspeed=25.14478, gps_hdop=1.21, roll=44.36, pitch=-0.77, yaw=-83.20, ch3percent=69.70, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1697, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:28] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:28, systemid=3, lat=35.066895, lon=129.0863733, alt=30.968, dist_traveled=null, wp_dist=960, dist_to_home=1.3462077316283254E7, vertical_speed=1.7308375, ground_speed=26.29193, wind_vel=0.20241612, airspeed=25.69609, gps_hdop=1.21, roll=55.95, pitch=5.13, yaw=-47.55, ch3percent=94.80, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1948, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:29] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:29, systemid=3, lat=35.0670721, lon=129.0861889, alt=32.488, dist_traveled=null, wp_dist=953, dist_to_home=1.346205378047875E7, vertical_speed=0.285747, ground_speed=25.874968, wind_vel=0.19891019, airspeed=25.47283, gps_hdop=1.21, roll=52.73, pitch=0.59, yaw=-27.84, ch3percent=67.10, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1671, waypoints=[], home_location={lon=0.0, lat=0.0}}
[2025-04-10 04:39:30] {GCS_IP=13.213.62.184, timestamp=2025-04-10 04:39:30, systemid=3, lat=35.0672886, lon=129.086094, alt=32.55, dist_traveled=null, wp_dist=938, dist_to_home=1.3462035773196995E7, vertical_speed=-0.38028792, ground_speed=25.636875, wind_vel=0.1923528, airspeed=25.270994, gps_hdop=1.21, roll=50.08, pitch=-0.68, yaw=-5.90, ch3percent=63.30, ch9out=0, tot=0.0, toh=0.0, time_in_air=0.0, ch10out=0, ch11out=0, ch12out=0, battery_voltage=0, battery_current=-1, waypoints_count=0, ch3out=1633, waypoints=[], home_location={lon=0.0, lat=0.0}}
